"name","id","icd_code","package_id","status","display_order","created_at","updated_at","created_by","updated_by"
Hematologi Rutin,1,A09,208,active,1,"2024-09-11 14:16:18","2024-09-16 13:59:17",Dev Token,Dev Token
Complete Blood Count,1,A09,208,active,1,"2024-09-11 14:16:18","2024-09-16 13:59:17",Dev Token,Dev Token
Pemeriksaan Feses Rutin,2,A09,200,active,2,"2024-09-11 14:16:19","2024-09-16 13:59:18",Dev Token,Dev Token
Stool Microscopic Examination,2,A09,200,active,2,"2024-09-11 14:16:19","2024-09-16 13:59:18",Dev Token,Dev Token
Laju Endap Darah (LED),3,A09,127,active,3,"2024-09-11 14:16:20","2024-09-16 13:59:19",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),3,A09,127,active,3,"2024-09-11 14:16:20","2024-09-16 13:59:19",Dev Token,Dev Token
Anti-Salmonella IgM,4,A09,173,active,4,"2024-09-11 14:16:21","2024-09-16 13:59:20",Dev Token,Dev Token
Anti-Salmonella IgM,4,A09,173,active,4,"2024-09-11 14:16:21","2024-09-16 13:59:20",Dev Token,Dev Token
Widal,5,A09,117,active,5,"2024-09-11 14:16:22","2024-09-16 13:59:22",Dev Token,Dev Token
Widal,5,A09,117,active,5,"2024-09-11 14:16:22","2024-09-16 13:59:22",Dev Token,Dev Token
Cek Infeksi Menular Seksual,6,A54,17,active,1,"2024-09-11 14:16:24","2024-09-16 13:59:23",Dev Token,Dev Token
Sexual Transmitted Infection Test,6,A54,17,active,1,"2024-09-11 14:16:24","2024-09-16 13:59:23",Dev Token,Dev Token
Urine Rutin,7,A54,158,active,2,"2024-09-11 14:16:25","2024-09-16 13:59:24",Dev Token,Dev Token
Urinalysis Complete Panel,7,A54,158,active,2,"2024-09-11 14:16:25","2024-09-16 13:59:24",Dev Token,Dev Token
Syphilis (VDRL/RPR),8,A54,123,active,3,"2024-09-11 14:16:26","2024-09-16 13:59:25",Dev Token,Dev Token
Syphilis (VDRL/RPR),8,A54,123,active,3,"2024-09-11 14:16:26","2024-09-16 13:59:25",Dev Token,Dev Token
Syphilis (TPHA),9,A54,98,active,4,"2024-09-11 14:16:27","2024-09-16 13:59:26",Dev Token,Dev Token
Syphilis (TPHA),9,A54,98,active,4,"2024-09-11 14:16:27","2024-09-16 13:59:26",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,10,A54,12,inactive,5,"2024-09-11 14:16:28","2024-10-03 17:47:23",Dev Token,Dev Token
Urinary Tract Infection Check,10,A54,12,inactive,5,"2024-09-11 14:16:28","2024-10-03 17:47:23",Dev Token,Dev Token
Hematologi Rutin,11,A63.0,208,active,3,"2024-09-11 14:16:29","2024-10-03 17:39:27",Dev Token,Dev Token
Complete Blood Count,11,A63.0,208,active,3,"2024-09-11 14:16:29","2024-10-03 17:39:27",Dev Token,Dev Token
Cek Infeksi Menular Seksual,12,A63.0,17,active,2,"2024-09-11 14:16:30","2024-09-16 13:59:29",Dev Token,Dev Token
Sexual Transmitted Infection Test,12,A63.0,17,active,2,"2024-09-11 14:16:30","2024-09-16 13:59:29",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,13,A63.0,126,inactive,3,"2024-09-11 14:16:31","2024-10-03 17:47:26",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,13,A63.0,126,inactive,3,"2024-09-11 14:16:31","2024-10-03 17:47:26",Dev Token,Dev Token
Anti-HIV (Rapid),14,A63.0,132,active,4,"2024-09-11 14:16:32","2024-09-16 13:59:31",Dev Token,Dev Token
Anti-HIV (Rapid),14,A63.0,132,active,4,"2024-09-11 14:16:32","2024-09-16 13:59:31",Dev Token,Dev Token
Vaksinasi HPV Nonavalen (Gardasil 9),15,A63.0,354,active,5,"2024-09-11 14:16:33","2024-09-16 13:59:32",Dev Token,Dev Token
HPV Nonavalent Vaccination (Gardasil 9),15,A63.0,354,active,5,"2024-09-11 14:16:33","2024-09-16 13:59:32",Dev Token,Dev Token
Hematologi Rutin,16,A88.1,208,active,4,"2024-09-11 14:16:34","2024-10-03 17:39:28",Dev Token,Dev Token
Complete Blood Count,16,A88.1,208,active,4,"2024-09-11 14:16:34","2024-10-03 17:39:28",Dev Token,Dev Token
Halodoc Medical Check-Up Complete,17,A88.1,18,inactive,2,"2024-09-11 14:16:35","2024-10-03 17:48:11",Dev Token,Dev Token
Halodoc Complete Medical Check-Up,17,A88.1,18,inactive,2,"2024-09-11 14:16:35","2024-10-03 17:48:11",Dev Token,Dev Token
Medical Check Up Hemat,18,A88.1,32,active,3,"2024-09-11 14:16:36","2024-09-16 13:59:35",Dev Token,Dev Token
Pocket-friendly Medical Check Up,18,A88.1,32,active,3,"2024-09-11 14:16:36","2024-09-16 13:59:35",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,19,A88.1,126,inactive,4,"2024-09-11 14:16:37","2024-10-03 17:47:27",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,19,A88.1,126,inactive,4,"2024-09-11 14:16:37","2024-10-03 17:47:27",Dev Token,Dev Token
Medical Check Up Standar,20,A88.1,53,active,5,"2024-09-11 14:27:04","2024-09-16 13:59:37",Dev Token,Dev Token
Standard Medical Check Up,20,A88.1,53,active,5,"2024-09-11 14:27:04","2024-09-16 13:59:37",Dev Token,Dev Token
Hematologi Rutin,21,B01,208,active,2,"2024-09-11 14:27:05","2025-06-25 14:22:47",Dev Token,Dev Token
Complete Blood Count,21,B01,208,active,2,"2024-09-11 14:27:05","2025-06-25 14:22:47",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,22,B01,126,inactive,2,"2024-09-11 14:27:06","2024-10-03 17:47:28",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,22,B01,126,inactive,2,"2024-09-11 14:27:06","2024-10-03 17:47:28",Dev Token,Dev Token
Laju Endap Darah (LED),23,B01,127,inactive,3,"2024-09-11 14:27:07","2025-06-25 14:21:29",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),23,B01,127,inactive,3,"2024-09-11 14:27:07","2025-06-25 14:21:29",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,24,B01,7,inactive,4,"2024-09-11 14:27:08","2025-06-25 14:21:29",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,24,B01,7,inactive,4,"2024-09-11 14:27:08","2025-06-25 14:21:29",Dev Token,Dev Token
Cek Demam Lengkap,25,B01,296,inactive,5,"2024-09-11 14:27:09","2024-10-03 17:48:15",Dev Token,Dev Token
Complete Fever Check,25,B01,296,inactive,5,"2024-09-11 14:27:09","2024-10-03 17:48:15",Dev Token,Dev Token
Hematologi Rutin,26,B02,208,active,2,"2024-09-11 14:27:10","2025-06-25 14:22:47",Dev Token,Dev Token
Complete Blood Count,26,B02,208,active,2,"2024-09-11 14:27:10","2025-06-25 14:22:47",Dev Token,Dev Token
Injeksi Vitamin C,27,B02,320,active,4,"2024-09-11 14:27:11","2025-06-25 14:22:47",Dev Token,Dev Token
Vitamin C Injection,27,B02,320,active,4,"2024-09-11 14:27:11","2025-06-25 14:22:47",Dev Token,Dev Token
Infus Multivitamin (Cernevit),28,B02,347,active,5,"2024-09-11 14:27:12","2025-06-25 14:22:47",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),28,B02,347,active,5,"2024-09-11 14:27:12","2025-06-25 14:22:47",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,29,B02,7,inactive,4,"2024-09-11 14:27:14","2025-06-25 14:21:29",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,29,B02,7,inactive,4,"2024-09-11 14:27:14","2025-06-25 14:21:29",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,30,B02,126,inactive,5,"2024-09-11 14:27:15","2024-10-03 17:47:29",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,30,B02,126,inactive,5,"2024-09-11 14:27:15","2024-10-03 17:47:29",Dev Token,Dev Token
Hematologi Rutin,31,B26,208,active,2,"2024-09-11 14:27:16","2024-10-03 17:39:31",Dev Token,Dev Token
Complete Blood Count,31,B26,208,active,2,"2024-09-11 14:27:16","2024-10-03 17:39:31",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,32,B26,126,inactive,2,"2024-09-11 14:27:17","2024-10-03 17:47:31",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,32,B26,126,inactive,2,"2024-09-11 14:27:17","2024-10-03 17:47:31",Dev Token,Dev Token
Laju Endap Darah (LED),33,B26,127,active,3,"2024-09-11 14:27:18","2024-09-16 13:59:51",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),33,B26,127,active,3,"2024-09-11 14:27:18","2024-09-16 13:59:51",Dev Token,Dev Token
Cek Demam Lengkap,34,B26,296,inactive,4,"2024-09-11 14:27:19","2024-10-03 17:48:16",Dev Token,Dev Token
Complete Fever Check,34,B26,296,inactive,4,"2024-09-11 14:27:19","2024-10-03 17:48:16",Dev Token,Dev Token
C-Reactive Protein (CRP),35,B26,124,active,5,"2024-09-11 14:27:20","2024-09-16 13:59:53",Dev Token,Dev Token
C-Reactive Protein (CRP),35,B26,124,active,5,"2024-09-11 14:27:20","2024-09-16 13:59:53",Dev Token,Dev Token
Hematologi Rutin,36,B34.8,208,active,4,"2024-09-11 14:27:21","2024-10-03 17:39:32",Dev Token,Dev Token
Complete Blood Count,36,B34.8,208,active,4,"2024-09-11 14:27:21","2024-10-03 17:39:32",Dev Token,Dev Token
Cek Demam Lengkap,37,B34.8,296,inactive,2,"2024-09-11 14:27:22","2024-10-03 17:48:17",Dev Token,Dev Token
Complete Fever Check,37,B34.8,296,inactive,2,"2024-09-11 14:27:22","2024-10-03 17:48:17",Dev Token,Dev Token
Laju Endap Darah (LED),38,B34.8,127,active,3,"2024-09-11 14:27:23","2024-09-16 13:59:56",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),38,B34.8,127,active,3,"2024-09-11 14:27:23","2024-09-16 13:59:56",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,39,B34.8,126,inactive,4,"2024-09-11 14:27:24","2024-10-03 17:47:32",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,39,B34.8,126,inactive,4,"2024-09-11 14:27:24","2024-10-03 17:47:32",Dev Token,Dev Token
Infus Multivitamin (Cernevit),40,B34.8,347,active,5,"2024-09-11 14:27:25","2024-09-16 13:59:58",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),40,B34.8,347,active,5,"2024-09-11 14:27:25","2024-09-16 13:59:58",Dev Token,Dev Token
Hematologi Rutin,41,B35.4,208,active,1,"2024-09-11 14:27:26","2024-09-16 13:59:59",Dev Token,Dev Token
Complete Blood Count,41,B35.4,208,active,1,"2024-09-11 14:27:26","2024-09-16 13:59:59",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,42,B35.4,7,active,2,"2024-09-11 14:27:27","2024-09-16 14:00:02",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,42,B35.4,7,active,2,"2024-09-11 14:27:27","2024-09-16 14:00:02",Dev Token,Dev Token
IgE Total,43,B35.4,115,active,3,"2024-09-11 14:27:28","2024-09-16 14:00:03",Dev Token,Dev Token
Total IgE,43,B35.4,115,active,3,"2024-09-11 14:27:28","2024-09-16 14:00:03",Dev Token,Dev Token
HbA1c,44,B35.4,63,active,4,"2024-09-11 14:27:29","2024-09-16 14:00:04",Dev Token,Dev Token
HbA1c,44,B35.4,63,active,4,"2024-09-11 14:27:29","2024-09-16 14:00:04",Dev Token,Dev Token
Laju Endap Darah (LED),45,B35.4,127,active,5,"2024-09-11 14:27:30","2024-09-16 14:00:05",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),45,B35.4,127,active,5,"2024-09-11 14:27:30","2024-09-16 14:00:05",Dev Token,Dev Token
Hematologi Rutin,46,B35.6,208,active,5,"2024-09-11 14:27:31","2024-10-03 17:39:33",Dev Token,Dev Token
Complete Blood Count,46,B35.6,208,active,5,"2024-09-11 14:27:31","2024-10-03 17:39:33",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,47,B35.6,7,active,2,"2024-09-11 14:27:32","2024-09-16 14:00:07",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,47,B35.6,7,active,2,"2024-09-11 14:27:32","2024-09-16 14:00:07",Dev Token,Dev Token
Laju Endap Darah (LED),48,B35.6,127,active,3,"2024-09-11 14:27:33","2024-09-16 14:00:09",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),48,B35.6,127,active,3,"2024-09-11 14:27:33","2024-09-16 14:00:09",Dev Token,Dev Token
IgE Total,49,B35.6,115,active,4,"2024-09-11 14:27:34","2024-09-16 14:00:10",Dev Token,Dev Token
Total IgE,49,B35.6,115,active,4,"2024-09-11 14:27:34","2024-09-16 14:00:10",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,50,B35.6,126,inactive,5,"2024-09-11 14:27:35","2024-10-03 17:47:33",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,50,B35.6,126,inactive,5,"2024-09-11 14:27:35","2024-10-03 17:47:33",Dev Token,Dev Token
Hematologi Rutin,51,B37,208,active,4,"2024-09-11 14:27:36","2024-10-03 17:39:34",Dev Token,Dev Token
Complete Blood Count,51,B37,208,active,4,"2024-09-11 14:27:36","2024-10-03 17:39:34",Dev Token,Dev Token
Urine Rutin,52,B37,158,active,2,"2024-09-11 14:27:37","2024-09-16 14:00:13",Dev Token,Dev Token
Urinalysis Complete Panel,52,B37,158,active,2,"2024-09-11 14:27:37","2024-09-16 14:00:13",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,53,B37,12,inactive,3,"2024-09-11 14:27:38","2024-10-03 17:47:24",Dev Token,Dev Token
Urinary Tract Infection Check,53,B37,12,inactive,3,"2024-09-11 14:27:38","2024-10-03 17:47:24",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,54,B37,126,inactive,4,"2024-09-11 14:27:39","2024-10-03 17:47:34",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,54,B37,126,inactive,4,"2024-09-11 14:27:39","2024-10-03 17:47:34",Dev Token,Dev Token
Vaksinasi HPV Nonavalen (Gardasil 9),55,B37,354,active,5,"2024-09-11 14:27:40","2024-09-16 14:00:16",Dev Token,Dev Token
HPV Nonavalent Vaccination (Gardasil 9),55,B37,354,active,5,"2024-09-11 14:27:40","2024-09-16 14:00:16",Dev Token,Dev Token
Hematologi Rutin,56,B37.3,208,active,4,"2024-09-11 14:27:41","2024-10-03 17:39:36",Dev Token,Dev Token
Complete Blood Count,56,B37.3,208,active,4,"2024-09-11 14:27:41","2024-10-03 17:39:36",Dev Token,Dev Token
Urine Rutin,57,B37.3,158,active,2,"2024-09-11 14:27:43","2024-09-16 14:00:18",Dev Token,Dev Token
Urinalysis Complete Panel,57,B37.3,158,active,2,"2024-09-11 14:27:43","2024-09-16 14:00:18",Dev Token,Dev Token
Cek Infeksi Saluran Kemih,58,B37.3,12,inactive,3,"2024-09-11 14:27:44","2024-10-03 17:47:25",Dev Token,Dev Token
Urinary Tract Infection Check,58,B37.3,12,inactive,3,"2024-09-11 14:27:44","2024-10-03 17:47:25",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,59,B37.3,126,inactive,4,"2024-09-11 14:27:45","2024-10-03 17:47:35",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,59,B37.3,126,inactive,4,"2024-09-11 14:27:45","2024-10-03 17:47:35",Dev Token,Dev Token
Cek Infeksi Menular Seksual,60,B37.3,17,active,5,"2024-09-11 14:27:46","2024-09-16 14:00:21",Dev Token,Dev Token
Sexual Transmitted Infection Test,60,B37.3,17,active,5,"2024-09-11 14:27:46","2024-09-16 14:00:21",Dev Token,Dev Token
Hematologi Rutin,61,B86,208,active,1,"2024-09-11 14:27:47","2024-09-16 14:00:22",Dev Token,Dev Token
Complete Blood Count,61,B86,208,active,1,"2024-09-11 14:27:47","2024-09-16 14:00:22",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,62,B86,7,active,2,"2024-09-11 14:27:48","2024-09-16 14:00:23",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,62,B86,7,active,2,"2024-09-11 14:27:48","2024-09-16 14:00:23",Dev Token,Dev Token
Panel Alergi,63,B86,283,inactive,3,"2024-09-11 14:27:49","2024-10-03 17:48:33",Dev Token,Dev Token
Allergy Panel,63,B86,283,inactive,3,"2024-09-11 14:27:49","2024-10-03 17:48:33",Dev Token,Dev Token
Glukosa Sewaktu,64,B86,170,active,4,"2024-09-11 14:27:50","2024-09-16 14:00:26",Dev Token,Dev Token
Random Blood Glucose,64,B86,170,active,4,"2024-09-11 14:27:50","2024-09-16 14:00:26",Dev Token,Dev Token
Cek Diabetes,65,B86,1,active,5,"2024-09-11 14:27:51","2024-09-16 14:00:27",Dev Token,Dev Token
Diabetes Test,65,B86,1,active,5,"2024-09-11 14:27:51","2024-09-16 14:00:27",Dev Token,Dev Token
Medical Check Up Standar,66,E66,53,active,1,"2024-09-11 14:27:52","2024-09-16 14:00:28",Dev Token,Dev Token
Standard Medical Check Up,66,E66,53,active,1,"2024-09-11 14:27:52","2024-09-16 14:00:28",Dev Token,Dev Token
Medical Check Up Hemat,67,E66,32,active,2,"2024-09-11 14:27:53","2024-09-16 14:00:29",Dev Token,Dev Token
Pocket-friendly Medical Check Up,67,E66,32,active,2,"2024-09-11 14:27:53","2024-09-16 14:00:29",Dev Token,Dev Token
Vitamin D,68,E66,24,active,3,"2024-09-11 14:27:54","2024-09-16 14:00:30",Dev Token,Dev Token
Vitamin D,68,E66,24,active,3,"2024-09-11 14:27:54","2024-09-16 14:00:30",Dev Token,Dev Token
Kolesterol Total,69,E66,55,active,4,"2024-09-11 14:27:55","2024-09-16 14:00:31",Dev Token,Dev Token
Total Cholesterol,69,E66,55,active,4,"2024-09-11 14:27:55","2024-09-16 14:00:31",Dev Token,Dev Token
Hematologi Rutin,70,E66,208,active,5,"2024-09-11 14:27:56","2024-09-16 14:00:32",Dev Token,Dev Token
Complete Blood Count,70,E66,208,active,5,"2024-09-11 14:27:56","2024-09-16 14:00:32",Dev Token,Dev Token
Hematologi Rutin,71,G44.2,208,active,4,"2024-09-11 14:27:57","2024-10-03 17:39:37",Dev Token,Dev Token
Complete Blood Count,71,G44.2,208,active,4,"2024-09-11 14:27:57","2024-10-03 17:39:37",Dev Token,Dev Token
Injeksi Vitamin B12 (Saraf & Otak),72,G44.2,356,active,2,"2024-09-11 14:27:58","2024-09-16 14:00:34",Dev Token,Dev Token
Vitamin B12 Injection (Neuron & Brain),72,G44.2,356,active,2,"2024-09-11 14:27:58","2024-09-16 14:00:34",Dev Token,Dev Token
Medical Check Up Standar,73,G44.2,53,active,3,"2024-09-11 14:27:59","2024-09-16 14:00:35",Dev Token,Dev Token
Standard Medical Check Up,73,G44.2,53,active,3,"2024-09-11 14:27:59","2024-09-16 14:00:35",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,74,G44.2,126,inactive,4,"2024-09-11 14:28:00","2024-10-03 17:47:36",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,74,G44.2,126,inactive,4,"2024-09-11 14:28:00","2024-10-03 17:47:36",Dev Token,Dev Token
Injeksi Vitamin C,75,G44.2,320,active,5,"2024-09-11 14:28:02","2024-09-16 14:00:37",Dev Token,Dev Token
Vitamin C Injection,75,G44.2,320,active,5,"2024-09-11 14:28:02","2024-09-16 14:00:37",Dev Token,Dev Token
Hematologi Rutin,76,H00,208,active,1,"2024-09-11 14:28:03","2024-09-16 14:00:38",Dev Token,Dev Token
Complete Blood Count,76,H00,208,active,1,"2024-09-11 14:28:03","2024-09-16 14:00:38",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,77,H00,7,active,2,"2024-09-11 14:28:04","2024-09-16 14:00:39",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,77,H00,7,active,2,"2024-09-11 14:28:04","2024-09-16 14:00:39",Dev Token,Dev Token
Eosinofil,78,H00,121,active,3,"2024-09-11 14:28:05","2024-09-16 14:00:40",Dev Token,Dev Token
Eosinophil Count,78,H00,121,active,3,"2024-09-11 14:28:05","2024-09-16 14:00:40",Dev Token,Dev Token
Laju Endap Darah (LED),79,H00,127,active,4,"2024-09-11 14:28:06","2024-09-16 14:00:41",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),79,H00,127,active,4,"2024-09-11 14:28:06","2024-09-16 14:00:41",Dev Token,Dev Token
HbA1c,80,H00,63,active,5,"2024-09-11 14:28:07","2024-09-16 14:00:42",Dev Token,Dev Token
HbA1c,80,H00,63,active,5,"2024-09-11 14:28:07","2024-09-16 14:00:42",Dev Token,Dev Token
Hematologi Rutin,81,H00.0,208,active,2,"2024-09-11 14:28:08","2024-10-03 17:39:38",Dev Token,Dev Token
Complete Blood Count,81,H00.0,208,active,2,"2024-09-11 14:28:08","2024-10-03 17:39:38",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,82,H00.0,126,inactive,2,"2024-09-11 14:28:09","2024-10-03 17:47:37",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,82,H00.0,126,inactive,2,"2024-09-11 14:28:09","2024-10-03 17:47:37",Dev Token,Dev Token
Infus Multivitamin (Cernevit),83,H00.0,347,active,3,"2024-09-11 14:28:10","2024-09-16 14:00:45",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),83,H00.0,347,active,3,"2024-09-11 14:28:10","2024-09-16 14:00:45",Dev Token,Dev Token
Cek Demam Lengkap,84,H00.0,296,inactive,4,"2024-09-11 14:28:11","2024-10-03 17:48:18",Dev Token,Dev Token
Complete Fever Check,84,H00.0,296,inactive,4,"2024-09-11 14:28:11","2024-10-03 17:48:18",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,85,H00.0,7,active,5,"2024-09-11 14:28:12","2024-09-16 14:00:47",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,85,H00.0,7,active,5,"2024-09-11 14:28:12","2024-09-16 14:00:47",Dev Token,Dev Token
Hematologi Rutin,86,H01.0,208,active,5,"2024-09-11 14:28:13","2024-10-03 17:39:39",Dev Token,Dev Token
Complete Blood Count,86,H01.0,208,active,5,"2024-09-11 14:28:13","2024-10-03 17:39:39",Dev Token,Dev Token
Panel Alergi,87,H01.0,283,inactive,2,"2024-09-11 14:28:14","2024-10-03 17:48:34",Dev Token,Dev Token
Allergy Panel,87,H01.0,283,inactive,2,"2024-09-11 14:28:14","2024-10-03 17:48:34",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,88,H01.0,7,active,3,"2024-09-11 14:28:15","2024-09-16 14:00:51",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,88,H01.0,7,active,3,"2024-09-11 14:28:15","2024-09-16 14:00:51",Dev Token,Dev Token
IgE Total,89,H01.0,115,active,4,"2024-09-11 14:28:16","2024-09-16 14:00:52",Dev Token,Dev Token
Total IgE,89,H01.0,115,active,4,"2024-09-11 14:28:16","2024-09-16 14:00:52",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,90,H01.0,126,inactive,5,"2024-09-11 14:28:17","2024-10-03 17:47:38",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,90,H01.0,126,inactive,5,"2024-09-11 14:28:17","2024-10-03 17:47:38",Dev Token,Dev Token
Hematologi Rutin,91,H10,208,active,5,"2024-09-11 14:28:18","2024-10-03 17:39:40",Dev Token,Dev Token
Complete Blood Count,91,H10,208,active,5,"2024-09-11 14:28:18","2024-10-03 17:39:40",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,92,H10,7,active,2,"2024-09-11 14:28:19","2024-09-16 14:00:55",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,92,H10,7,active,2,"2024-09-11 14:28:19","2024-09-16 14:00:55",Dev Token,Dev Token
Panel Alergi,93,H10,283,inactive,3,"2024-09-11 14:28:20","2024-10-03 17:48:35",Dev Token,Dev Token
Allergy Panel,93,H10,283,inactive,3,"2024-09-11 14:28:20","2024-10-03 17:48:35",Dev Token,Dev Token
Eosinofil,94,H10,121,active,4,"2024-09-11 14:28:21","2024-09-16 14:00:57",Dev Token,Dev Token
Eosinophil Count,94,H10,121,active,4,"2024-09-11 14:28:21","2024-09-16 14:00:57",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,95,H10,126,inactive,5,"2024-09-11 14:28:22","2024-10-03 17:47:39",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,95,H10,126,inactive,5,"2024-09-11 14:28:22","2024-10-03 17:47:39",Dev Token,Dev Token
Hematologi Rutin,96,H60,208,active,1,"2024-09-11 14:28:23","2024-09-16 14:00:59",Dev Token,Dev Token
Complete Blood Count,96,H60,208,active,1,"2024-09-11 14:28:23","2024-09-16 14:00:59",Dev Token,Dev Token
Infus Multivitamin (Cernevit),97,H60,347,active,2,"2024-09-11 14:28:24","2024-09-16 14:01:01",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),97,H60,347,active,2,"2024-09-11 14:28:24","2024-09-16 14:01:01",Dev Token,Dev Token
Injeksi Vitamin C,98,H60,320,active,3,"2024-09-11 14:28:25","2024-09-16 14:01:02",Dev Token,Dev Token
Vitamin C Injection,98,H60,320,active,3,"2024-09-11 14:28:25","2024-09-16 14:01:02",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,99,H60,355,active,4,"2024-09-11 14:28:26","2024-09-16 14:01:03",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,99,H60,355,active,4,"2024-09-11 14:28:26","2024-09-16 14:01:03",Dev Token,Dev Token
Laju Endap Darah (LED),100,H60,127,active,5,"2024-09-11 14:28:27","2024-09-16 14:01:04",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),100,H60,127,active,5,"2024-09-11 14:28:27","2024-09-16 14:01:04",Dev Token,Dev Token
Injeksi Vitamin B12 (Saraf & Otak),101,H81.1,356,active,1,"2024-09-11 14:28:29","2024-09-16 14:01:05",Dev Token,Dev Token
Vitamin B12 Injection (Neuron & Brain),101,H81.1,356,active,1,"2024-09-11 14:28:29","2024-09-16 14:01:05",Dev Token,Dev Token
Hematologi Rutin,102,H81.1,208,active,2,"2024-09-11 14:28:30","2024-09-16 14:01:06",Dev Token,Dev Token
Complete Blood Count,102,H81.1,208,active,2,"2024-09-11 14:28:30","2024-09-16 14:01:06",Dev Token,Dev Token
Cek Kolesterol,103,H81.1,43,active,3,"2024-09-11 14:28:31","2024-09-16 14:01:07",Dev Token,Dev Token
Cholesterol Test,103,H81.1,43,active,3,"2024-09-11 14:28:31","2024-09-16 14:01:07",Dev Token,Dev Token
Cek Kolesterol dan Gula Darah,104,H81.1,229,active,4,"2024-09-11 14:28:32","2024-09-16 14:01:08",Dev Token,Dev Token
Cholesterol and Blood Sugar Test,104,H81.1,229,active,4,"2024-09-11 14:28:32","2024-09-16 14:01:08",Dev Token,Dev Token
Medical Check Up Standar,105,H81.1,53,active,5,"2024-09-11 14:28:33","2024-09-16 14:01:09",Dev Token,Dev Token
Standard Medical Check Up,105,H81.1,53,active,5,"2024-09-11 14:28:33","2024-09-16 14:01:09",Dev Token,Dev Token
Hematologi Rutin,106,I10,208,active,1,"2024-09-11 14:28:34","2024-09-16 14:01:10",Dev Token,Dev Token
Complete Blood Count,106,I10,208,active,1,"2024-09-11 14:28:34","2024-09-16 14:01:10",Dev Token,Dev Token
Medical Check Up Standar,107,I10,53,active,2,"2024-09-11 14:28:35","2024-09-16 14:01:11",Dev Token,Dev Token
Standard Medical Check Up,107,I10,53,active,2,"2024-09-11 14:28:35","2024-09-16 14:01:11",Dev Token,Dev Token
Halodoc Medical Check-Up Complete,108,I10,18,inactive,3,"2024-09-11 14:28:36","2024-10-03 17:48:12",Dev Token,Dev Token
